Title,MaxPlayers,Genre,ReviewScore,Sales,UsedPrice,Console,Rating,Year,PlayLength
Far Cry 2,1,Action,85,0.43,19.95,PS3,T,2008,23
Far Cry: Instincts - Predator,4,Action,78,0.19,17.95,X360,E,2006,17.91666667
Far Cry: Vengeance,2,Action,38,0.07,16.95,Wii,E,2006,-1
Feel the Magic XY/XX,1,Action / Adventure / Racing / Driving / Sports,75,0.16,8.95,DS,T,2004,3
Ferrari Challenge Trofeo Pirelli,1,Racing / Driving,71,0.15,17.95,PS3,E,2008,32
Field Commander,2,Strategy,77,0.16,14.95,PSP,T,2006,13.88333333
FIFA Soccer,1,Sports,73,0.12,14.95,PSP,E,2005,-1
FIFA Street 2,1,Sports,58,0.07,17.95,PSP,T,2006,20
FIFA Street 3,4,Sports,63,0.07,14.95,X360,T,2008,5.5
FIFA Street 3,1,Sports,63,0.06,17.95,PS3,T,2008,5.5
Fight Night Round 3,2,Action / Sports,86,1.4,14.95,X360,E,2006,11
Fight Night Round 3,2,Action / Sports,83,0.86,13.95,PS3,T,2006,11
Fight Night Round 3,2,Action / Simulation / Sports,74,0.48,16.95,PSP,T,2006,11
Final Fantasy,1,Role-Playing (RPG),67,0.35,17.95,PSP,T,2007,20
Final Fantasy Fables: Chocobo Tales,1,Action,75,0.1,17.95,DS,M,2007,12.25
Final Fantasy Fables: Chocobo's Dungeon,1,Action / Role-Playing (RPG),76,0.09,17.95,Wii,M,2008,25
Final Fantasy II,1,Role-Playing (RPG),63,0.31,17.95,PSP,E,2007,28
Final Fantasy III,1,Role-Playing (RPG),77,0.86,17.95,DS,E,2006,44
Final Fantasy IV,1,Role-Playing (RPG),85,0.48,17.95,DS,T,2007,35.38333333
Final Fantasy Tactics,1,Role-Playing (RPG) / Strategy,88,0.44,17.95,PSP,M,2007,50
Final Fantasy Tactics A2: Grimoire of the Rift,1,Role-Playing (RPG) / Strategy,80,0.36,17.95,DS,E,2007,75
Final Fantasy XI Online,1,Action / Role-Playing (RPG),66,0.18,4.95,X360,E,2006,-1
Final Fantasy XII: Revenant Wings,1,Role-Playing (RPG) / Strategy,81,0.33,19.95,DS,T,2007,30.98333333
Final Fantasy: Crystal Chronicles - Echoes of Time,1,Action,75,0.11,24.95,DS,T,2007,18.36666667
Fire Emblem: Radiant Dawn,1,Role-Playing (RPG) / Strategy,78,0.26,34.95,Wii,T,2007,47.83333333
Fire Emblem: Shadow Dragon,1,Role-Playing (RPG) / Strategy,81,0.25,19.95,DS,M,2008,21.85
Flash Focus: Vision Training in Minutes a Day,1,Action,59,0.91,17.95,DS,T,2007,6
FlatOut: Head On,1,Racing / Driving / Sports,74,0.14,9.95,PSP,E,2008,23
FlatOut: Ultimate Carnage,1,Racing / Driving,80,0.07,16.95,X360,E,2007,23
Flower /  Sun and Rain,1,Adventure,54,0.04,23.95,DS,M,2008,8.233333333
Folklore,1,Action / Role-Playing (RPG),75,0.18,24.95,PS3,E,2007,16.65
Ford Bold Moves Street Racing,1,Racing / Driving,52,0.04,17.95,PSP,T,2006,-1
Ford Racing 3,1,Action / Racing / Driving,49,0.1,14.95,DS,E,2005,8.016666667
Ford Racing Off Road,1,Racing / Driving,47,0.05,12.95,PSP,M,2008,-1
Forza Motorsport 2,2,Racing / Driving,90,2.48,12.95,X360,T,2007,58.21666667
Fracture,1,Action,63,0.13,14.95,X360,T,2008,7
Fracture,1,Action,62,0.09,14.95,PS3,M,2008,7
Frogger: Helmet Chaos,1,Action,66,0.11,19.95,PSP,E,2005,-1
Frogger: Helmet Chaos,1,Action,69,0.06,17.95,DS,E,2005,-1
From the Abyss,1,Action / Role-Playing (RPG),60,0.05,19.95,DS,T,2008,5.633333333
Front Mission,1,Strategy,72,0.01,17.95,DS,E,2007,20.3
Frontlines: Fuel of War,1,Action,75,0.35,14.95,X360,M,2008,5.5
Full Auto,2,Action / Racing / Driving,70,0.19,16.95,X360,E,2006,5
Full Auto 2: Battlelines,2,Action / Racing / Driving,67,0.14,14.95,PS3,T,2006,9.583333333
Fullmetal Alchemist: Dual Sympathy,1,Action,58,0.05,14.95,DS,M,2005,14
Fuzion Frenzy 2,4,Action / Sports,49,0.12,14.95,X360,T,2006,3.75
Game Party,4,Action,25,1.49,14.95,Wii,T,2007,2
Gears of War,2,Action,94,3.7,19.95,X360,M,2006,9.433333333
Gears of War 2,2,Action,93,3.9,24.95,X360,E,2008,10
Genji: Days of the Blade,1,Action / Role-Playing (RPG),55,0.17,14.95,PS3,T,2006,12
Geometry Wars: Galaxies,1,Action,79,0.12,14.95,DS,T,2007,18.5
Geometry Wars: Galaxies,2,Action,80,0.11,16.95,Wii,T,2007,18.5
Ghost in the Shell: Stand Alone Complex,1,Action,61,0.07,14.95,PSP,E,2005,-1
Ghost Rider,4,Action,49,0.23,16.95,PSP,T,2007,4.816666667
Gitaroo Man Lives!,1,Simulation,80,0.04,22.95,PSP,E,2006,1.883333333
God of War: Chains of Olympus,1,Action,91,1.54,17.95,PSP,T,2008,5.666666667
Godzilla Unleashed: Double Smash,1,Action,28,0.11,17.95,DS,T,2007,-1
Godzilla: Unleashed,1,Action,44,0.14,24.95,Wii,E,2007,-1
Golden Axe,2,Action,45,0.15,14.95,X360,M,2007,1
GoldenEye: Rogue Agent,1,Action,58,0.11,14.95,DS,T,2005,8.5
Gradius Collection,1,Action,76,0.04,17.95,PSP,T,2006,10.11666667
Gran Turismo 5: Prologue,2,Racing / Driving / Simulation,80,1.31,24.95,PS3,E,2007,11
Grand Theft Auto IV,1,Action / Racing / Driving,98,5.76,24.95,X360,E,2008,32
Grand Theft Auto IV,1,Action / Racing / Driving,98,3.91,24.95,PS3,E,2008,32
Grand Theft Auto: Liberty City Stories,1,Action / Racing / Driving,88,2.97,17.95,PSP,E,2005,14.96666667
Grand Theft Auto: Vice City Stories,1,Action / Racing / Driving,86,1.72,17.95,PSP,E,2006,17.23333333
Gretzky NHL,2,Sports,61,0.1,9.95,PSP,E,2005,-1
GRID,1,Racing / Driving / Simulation / Sports,87,0.35,19.95,X360,E,2008,23.13333333
GRID,1,Racing / Driving / Simulation / Sports,87,0.31,24.95,PS3,T,2008,23.13333333
GripShift,1,Racing / Driving,70,0.09,9.95,PSP,E,2005,-1
Guilty Gear XX ? Core,2,Action,75,0.03,24.95,Wii,E,2007,2
Guilty Gear: Dust Strikers,1,Action,60,0.05,14.95,DS,E,2006,0.316666667
Guitar Hero II,2,Action / Simulation,92,2.04,17.95,X360,T,2007,9.5
Guitar Hero III: Legends of Rock,2,Action / Simulation,85,3.28,12.95,X360,T,2007,8.833333333
Guitar Hero III: Legends of Rock,2,Action / Simulation,86,3.19,49.95,Wii,T,2007,8.833333333
Guitar Hero: Aerosmith,1,Action / Simulation,73,1.03,14.95,Wii,E,2008,5
Guitar Hero: Aerosmith,2,Action / Simulation,70,0.91,9.95,X360,E,2008,5
Guitar Hero: Aerosmith,2,Action / Simulation,70,0.65,14.95,PS3,M,2008,5
Guitar Hero: On Tour,1,Action / Simulation,71,2.22,14.95,DS,M,2008,24
Guitar Hero: On Tour - Decades,1,Action / Simulation,72,0.8,17.95,DS,T,2008,10.91666667
Guitar Hero: World Tour,4,Action / Simulation,86,2.47,17.95,Wii,T,2008,8.616666667
Guitar Hero: World Tour,4,Action / Simulation,85,1.78,16.95,X360,T,2008,8.616666667
Guitar Hero: World Tour,4,Action / Simulation,84,1.04,17.95,PS3,E,2008,8.616666667
Guitar Rock Tour,1,Simulation,60,0.1,13.95,DS,T,2008,-1
GUN ,1,Action / Racing / Driving / Role-Playing (RPG),75,0.22,19.95,X360,E,2005,8
Gunpey DS,1,Strategy,70,0.05,12.95,DS,E,2006,8
Gurumin: A Monstrous Adventure,1,Action,78,0.01,13.95,PSP,T,2006,10.5
Hail to the Chimp,4,Action / Strategy,52,0.03,16.95,X360,M,2008,-1
Hail to the Chimp,1,Action / Strategy,51,0.03,15.95,PS3,M,2008,-1
Halo 3,4,Action,94,8.03,24.95,X360,E,2007,9.083333333
Happy Feet,2,Action,46,0.13,14.95,Wii,E,2006,0.666666667
Harry Potter and the Goblet of Fire,1,Action,68,0.21,17.95,DS,T,2005,8.816666667
Harry Potter and the Goblet of Fire,1,Action,70,0.19,17.95,PSP,T,2005,8.816666667
Harry Potter and the Order of the Phoenix,1,Action,69,0.4,24.95,Wii,T,2007,12.25
Harry Potter and the Order of the Phoenix,1,Action,51,0.29,17.95,DS,E,2007,12.25
Harry Potter and the Order of the Phoenix,1,Action,68,0.22,16.95,X360,M,2007,12.25
Harry Potter and the Order of the Phoenix,1,Action,67,0.17,17.95,PS3,E,2007,12.25
Harry Potter and the Order of the Phoenix,1,Action,52,0.1,16.95,PSP,E,2007,12.25
Harvest Moon DS,1,Role-Playing (RPG) / Simulation,67,0.4,17.95,DS,T,2006,55.13333333
Harvest Moon: Island of Happiness,1,Simulation / Strategy,65,0.42,24.95,DS,E,2008,43
Harvest Moon: Magical Melody,4,Role-Playing (RPG) / Simulation,69,0.18,23.95,Wii,T,2008,30.36666667
Harvest Moon: Tree of Tranquility,1,Role-Playing (RPG) / Simulation,65,0.62,34.95,Wii,M,2008,38.5
Harvey Birdman: Attorney at Law,1,Adventure,60,0.06,14.95,Wii,M,2008,4
Harvey Birdman: Attorney at Law,1,Adventure,62,0.05,14.95,PSP,M,2008,4
Haze,2,Action,55,0.49,12.95,PS3,T,2008,6.916666667
Heatseeker,1,Action,62,0.09,17.95,Wii,T,2007,9.75
Heatseeker,1,Action,49,0.04,12.95,PSP,T,2007,9.75
Heavenly Sword,1,Action,79,0.57,24.95,PS3,E,2007,7
Hellboy: The Science of Evil,2,Action / Adventure,47,0.09,16.95,PS3,T,2008,-1
Hellboy: The Science of Evil,2,Action / Adventure,44,0.08,14.95,X360,M,2008,-1
Hellboy: The Science of Evil,1,Action,42,0.04,14.95,PSP,E,2008,-1
Heroes of Mana,1,Strategy,66,0.06,24.95,DS,T,2007,27.01666667
Hitman: Blood Money,1,Action,82,0.29,22.95,X360,E,2006,13
Hot Pixel,1,Action,55,0.03,8.95,PSP,T,2007,0.716666667
Hot Shots Golf: Open Tee,1,Sports,81,0.49,12.95,PSP,E,2004,-1
Hot Shots Golf: Open Tee 2,1,Sports,82,0.19,14.95,PSP,E,2008,-1
Hot Shots Golf: Out of Bounds,4,Sports,81,0.3,34.95,PS3,T,2008,-1
Hot Wheels: Beat That!,1,Action / Racing / Driving,43,0.12,19.95,X360,T,2007,-1
Hotel Dusk: Room 215,1,Adventure,78,0.22,14.95,DS,E,2007,15
Hour of Victory,1,Action,37,0.11,12.95,X360,M,2007,6.15
Ice Age 2: The Meltdown,1,Action,66,0.07,17.95,Wii,E,2006,8.5
Import Tuner Challenge,2,Racing / Driving,54,0.07,17.95,X360,E,2006,39
Indianapolis 500 Legends,1,Racing / Driving,51,0.07,16.95,DS,T,2007,14.5
Infected,1,Action,74,0.15,17.95,PSP,E,2005,6.666666667
Infinite Undiscovery,1,Action / Role-Playing (RPG),68,0.27,17.95,X360,T,2008,26
Innocent Life: A Futuristic Harvest Moon,1,Role-Playing (RPG) / Simulation / Strategy,67,0.08,17.95,PSP,E,2006,33.73333333
Insecticide,1,Action / Adventure,55,0.04,12.95,DS,T,2008,3.683333333
InuYasha: Secret of the Divine Jewel,1,Role-Playing (RPG),46,0.09,24.95,DS,T,2007,9.566666667
Iron Man,1,Action,44,0.46,16.95,PSP,E,2008,5
Iron Man,1,Action,56,0.33,14.95,DS,M,2008,5
Iron Man,1,Action,42,0.33,17.95,PS3,T,2008,5
Iron Man,1,Action,44,0.3,17.95,Wii,T,2008,5
Iron Man,1,Action,45,0.28,17.95,X360,M,2008,5
Izuna 2: The Unemployed Ninja Returns,1,Role-Playing (RPG),65,0.04,17.95,DS,E,2008,13.25
Jackass: The Game,1,Action,58,0.08,17.95,PSP,E,2007,-1
Jam Sessions,1,Educational / Simulation,72,0.38,8.95,DS,T,2007,0.25
Jeanne d'Arc,1,Role-Playing (RPG) / Strategy,87,0.21,19.95,PSP,T,2007,37.01666667
Juiced 2: Hot Import Nights,2,Racing / Driving,68,0.23,14.95,X360,E,2007,15.6
Juiced 2: Hot Import Nights,1,Racing / Driving,72,0.23,13.95,DS,T,2007,15.6
Juiced 2: Hot Import Nights,1,Racing / Driving,71,0.18,17.95,PS3,T,2007,15.6
Juiced 2: Hot Import Nights,1,Racing / Driving,73,0.05,16.95,PSP,E,2007,15.6
Just Cause,1,Action / Racing / Driving,73,0.09,16.95,X360,E,2006,10
Justice League Heroes,1,Action,72,0.17,17.95,PSP,M,2006,5
Justice League Heroes,1,Action,43,0.08,17.95,DS,E,2006,5
Kameo: Elements of Power,1,Action,79,0.31,11.95,X360,T,2005,10.2
Kane & Lynch: Dead Men,2,Action,65,0.38,14.95,X360,E,2007,6
Kane & Lynch: Dead Men,2,Action,64,0.29,19.95,PS3,E,2007,6
Killzone: Liberation,1,Action / Strategy,77,0.32,16.95,PSP,M,2006,8
King of Clubs,1,Sports,35,0.06,14.95,Wii,E,2007,-1
Kingdom of Paradise,2,Action / Role-Playing (RPG),72,0.13,12.95,PSP,E,2005,23
Kingdom Under Fire: Circle of Doom,1,Action / Role-Playing (RPG),55,0.15,14.95,X360,E,2007,55
Kirby Super Star Ultra,1,Action,76,1.6,24.95,DS,M,2008,8.633333333
Kirby: Canvas Curse,1,Action,86,0.37,17.95,DS,T,2005,5.666666667
Kirby: Squeak Squad,1,Action,71,0.82,27.95,DS,T,2006,5
Klonoa: Door to Phantomile,1,Action,77,0.09,17.95,Wii,T,2008,4.133333333
Knights in the Nightmare,1,Role-Playing (RPG) / Strategy,76,0.06,29.95,DS,M,2008,28.85
Kororinpa: Marble Mania,2,Action / Strategy,69,0.08,17.95,Wii,T,2006,-1
Kung Fu Panda,4,Action,75,2.04,9.95,X360,E,2008,5
Kung Fu Panda,1,Action,71,0.56,17.95,DS,E,2008,5
Kung Fu Panda,4,Action,70,0.52,16.95,Wii,E,2008,5
Kung Fu Panda,1,Action,76,0.21,19.95,PS3,M,2008,5
Lair,1,Action,53,0.35,19.95,PS3,E,2007,10
Lara Croft Tomb Raider: Legend,1,Action / Racing / Driving,58,0.05,17.95,DS,E,2006,8
Left 4 Dead,2,Action,89,2.39,19.95,X360,M,2008,7
Legendary,1,Action,47,0.07,17.95,X360,T,2008,5.633333333
Legendary,1,Action,50,0.05,19.95,PS3,E,2008,5.633333333
LEGO Batman: The Videogame,2,Action,76,1.64,14.95,X360,T,2008,15
LEGO Batman: The Videogame,1,Action / Racing / Driving,72,1.39,17.95,DS,T,2008,15
LEGO Batman: The Videogame,2,Action,74,1.32,17.95,Wii,E,2008,15
LEGO Batman: The Videogame,1,Action,73,0.54,17.95,PSP,M,2008,15
LEGO Batman: The Videogame,2,Action,75,0.43,17.95,PS3,E,2008,15
LEGO Indiana Jones: The Original Adventures,2,Action,77,2.42,9.95,X360,M,2008,13.71666667
LEGO Indiana Jones: The Original Adventures,2,Action,78,1.42,16.95,Wii,E,2008,13.71666667
LEGO Indiana Jones: The Original Adventures,2,Action,77,0.38,17.95,PS3,E,2008,13.71666667
LEGO Indiana Jones: The Original Adventures,1,Action,76,0.34,17.95,PSP,E,2008,13.71666667
LEGO Star Wars II: The Original Trilogy,1,Action,47,1.02,17.95,DS,E,2006,15
LEGO Star Wars II: The Original Trilogy,2,Action,83,0.61,17.95,PSP,T,2006,15
LEGO Star Wars II: The Original Trilogy,2,Action,81,0.57,14.95,X360,E,2006,15
LEGO Star Wars: The Complete Saga,2,Action,80,3.03,17.95,Wii,M,2007,20
LEGO Star Wars: The Complete Saga,1,Action / Racing / Driving,80,2.66,17.95,DS,E,2007,20
LEGO Star Wars: The Complete Saga,2,Action,80,1.09,17.95,X360,T,2007,20
LEGO Star Wars: The Complete Saga,2,Action,80,0.85,17.95,PS3,M,2007,20
Lemmings,1,Strategy,76,0.11,17.95,PSP,E,2006,20.8
Let's Tap,1,Simulation,70,0.06,17.95,Wii,E,2008,-1
LifeSigns: Surgical Unit,1,Simulation / Strategy,61,0.01,22.95,DS,T,2005,30.51666667
Line Rider 2: Unbound,1,Simulation / Sports,59,0.07,8.95,DS,M,2008,-1
Link's Crossbow Training,1,Action,68,3.2,14.95,Wii,E,2007,2
LittleBigPlanet,4,Action,95,2.46,24.95,PS3,T,2008,10
Lock's Quest,1,Action / Adventure / Strategy,80,0.06,14.95,DS,E,2008,15
LocoRoco,1,Action / Strategy,83,0.13,17.95,PSP,T,2006,6
LocoRoco 2,1,Action / Strategy,85,0.17,11.95,PSP,M,2008,7.3
Looney Tunes: Acme Arsenal,1,Action,27,0.19,14.95,Wii,T,2007,3.15
Looney Tunes: Acme Arsenal,4,Action,40,0.07,17.95,X360,M,2007,3.15
Looney Tunes: Cartoon Conductor,1,Action,67,0.04,13.95,DS,M,2008,4.75
Lost in Blue,1,Role-Playing (RPG),69,0.07,24.95,DS,T,2005,25
Lost in Blue 2,1,Role-Playing (RPG),58,0.01,17.95,DS,T,2007,-1
Lost in Blue 3,1,Role-Playing (RPG),59,0.1,17.95,DS,M,2008,-1
Lost Odyssey,1,Role-Playing (RPG),78,0.45,19.95,X360,T,2007,65.38333333
Lost Planet: Extreme Condition,1,Action,79,1.15,12.95,X360,M,2006,9
Lost Planet: Extreme Condition,1,Action,67,0.29,16.95,PS3,T,2008,9
Lost: Via Domus,1,Action / Adventure,54,0.17,16.95,PS3,T,2008,5.633333333
Lost: Via Domus,1,Action / Adventure,55,0.15,17.95,X360,M,2008,5.633333333
LostMagic,1,Action / Role-Playing (RPG),68,0.09,14.95,DS,T,2006,12
Lumines II,2,Strategy,81,0.12,14.95,PSP,E,2006,14.5
Lumines: Puzzle Fusion,1,Strategy,89,0.56,14.95,PSP,E,2004,10
Luminous Arc,1,Role-Playing (RPG) / Strategy,70,0.17,24.95,DS,T,2007,24.31666667
Lunar Knights,1,Action,82,0.18,16.95,DS,T,2007,15.25
Lunar: Dragon Song,1,Role-Playing (RPG),59,0.12,14.95,DS,M,2005,24.66666667
Madagascar,1,Adventure,66,0.27,14.95,DS,E,2005,6
Madagascar: Escape 2 Africa,1,Action / Adventure,55,0.32,17.95,DS,T,2008,6.5
Madagascar: Escape 2 Africa,4,Action,58,0.1,24.95,PS3,M,2008,6.5
Madagascar: Escape 2 Africa,4,Action,62,0.1,19.95,X360,T,2008,6.5
Madden NFL 06,1,Sports,75,0.75,7.95,PSP,E,2005,3.75
Madden NFL 06,2,Sports,74,0.62,4.95,X360,E,2005,3.75
Madden NFL 06,1,Sports,66,0.12,9.95,DS,E,2005,3.75
Madden NFL 07,2,Sports,80,1.77,4.95,X360,E,2006,-1
Madden NFL 07,1,Sports,78,0.83,9.95,PSP,E,2006,-1
Madden NFL 07,2,Sports,76,0.49,6.95,PS3,T,2006,-1
Madden NFL 07,4,Sports,81,0.48,9.95,Wii,E,2006,-1
Madden NFL 08,4,Sports,85,2.32,9.95,X360,E,2007,17
Madden NFL 08,4,Sports,81,0.94,9.95,PS3,T,2007,17
Madden NFL 08,4,Sports,76,0.86,12.95,Wii,M,2007,17
Madden NFL 08,1,Sports,75,0.64,9.95,PSP,E,2007,17
Madden NFL 09,4,Sports,83,2.33,14.95,X360,T,2008,14.51666667
Madden NFL 09,4,Sports,85,1.66,14.95,PS3,E,2008,14.51666667
Madden NFL 09,4,Sports,68,0.68,14.95,PSP,T,2008,14.51666667
Madden NFL 2005,1,Sports,68,0.25,8.95,DS,T,2004,-1
Magical Starsign,1,Role-Playing (RPG),69,0.1,9.95,DS,E,2006,28.78333333
Magnetica,1,Action / Strategy,68,0.09,17.95,DS,T,2006,9.933333333
Major League Baseball 2K6,2,Sports,66,0.37,4.95,X360,T,2006,8
Major League Baseball 2K6,1,Sports,69,0.12,4.95,PSP,M,2006,8
Major League Baseball 2K7,2,Sports,79,0.7,9.95,X360,E,2007,-1
Major League Baseball 2K7,2,Sports,74,0.24,7.95,PS3,M,2007,-1
Major League Baseball 2K9,1,Sports,64,0.58,14.95,X360,E,2008,-1
Manhunt 2,1,Action,62,0.26,19.95,Wii,E,2007,9.5
Manhunt 2,1,Action,69,0.04,7.95,PSP,T,2007,9.5
Mario & Luigi: Partners in Time,1,Action / Role-Playing (RPG),86,0.75,29.95,DS,E,2005,18.65
Mario & Sonic at the Olympic Games,4,Action / Sports,67,2.74,29.95,Wii,E,2007,9
Mario & Sonic at the Olympic Games,1,Action / Sports,70,1.74,24.95,DS,T,2008,9
Mario Hoops 3 on 3,1,Sports,69,1.03,22.95,DS,M,2006,4.25
Mario Kart DS,1,Racing / Driving,91,9.99,29.95,DS,E,2005,9.083333333
Mario Kart Wii,4,Racing / Driving,82,12.39,29.95,Wii,T,2008,9.116666667
Mario Party 8,4,Action / Strategy,62,3.84,39.95,Wii,T,2007,5
Mario Party DS,1,Action / Strategy,72,4.34,27.95,DS,T,2007,6.866666667
Mario Strikers Charged,4,Action / Sports,79,0.93,29.95,Wii,E,2007,12
Mario vs. Donkey Kong 2: March of the Minis,1,Action,76,0.77,27.95,DS,T,2006,4.75
Marvel Nemesis: Rise of the Imperfects ,1,Action,58,0.31,17.95,PSP,T,2005,4.583333333
Marvel Nemesis: Rise of the Imperfects ,1,Action,34,0.08,14.95,DS,T,2005,4.583333333
Marvel Trading Card Game,1,Strategy,61,0.1,16.95,DS,M,2007,-1
Marvel Ultimate Alliance,4,Action / Role-Playing (RPG),82,2.42,14.95,X360,T,2006,14
Marvel Ultimate Alliance,4,Action / Role-Playing (RPG),73,0.38,17.95,Wii,M,2006,14
Marvel Ultimate Alliance,1,Action / Role-Playing (RPG),81,0.34,22.95,PSP,E,2006,14
Marvel Ultimate Alliance,4,Action / Role-Playing (RPG),78,0.33,24.95,PS3,M,2006,14
Mass Effect,1,Action / Role-Playing (RPG),91,1.57,17.95,X360,T,2007,25
Master of Illusion,1,Strategy,69,0.14,14.95,DS,E,2006,4.1
Master of the Monster Lair,1,Role-Playing (RPG),63,0.06,14.95,DS,M,2008,-1
MechAssault: Phantom War,1,Action,66,0.03,12.95,DS,E,2006,7
Medal of Honor: Airborne,2,Action,73,0.45,17.95,X360,E,2007,6
Medal of Honor: Heroes,1,Action,71,0.81,14.95,PSP,E,2006,5
Medal of Honor: Heroes 2,1,Action,69,0.5,17.95,PSP,E,2007,5
Medal of Honor: Heroes 2,1,Action,73,0.34,19.95,Wii,E,2007,5
Medal of Honor: Vanguard,1,Action,56,0.05,17.95,Wii,T,2007,3.633333333
MediEvil Resurrection,1,Action,66,0.19,17.95,PSP,T,2005,9.716666667
Mega Man Battle Network 5: Double Team DS,1,Action / Role-Playing (RPG),68,0.06,17.95,DS,E,2005,35
Mega Man Maverick Hunter X,1,Action,79,0.25,17.95,PSP,E,2005,5.683333333
Mega Man Powered Up,1,Action,82,0.11,16.95,PSP,E,2006,5.75
Mega Man Star Force 2: Zerker X Ninja,1,Action / Role-Playing (RPG),55,0.24,17.95,DS,T,2008,20
Mega Man Star Force: Dragon,1,Action / Role-Playing (RPG),60,0.41,27.95,DS,T,2007,20
Mega Man ZX,1,Action,76,0.14,19.95,DS,T,2006,10.96666667
Mega Man ZX Advent,1,Action,78,0.22,17.95,DS,T,2007,10.93333333
Mercenaries 2: World in Flames,1,Action,72,0.66,14.95,X360,E,2008,20.26666667
Mercenaries 2: World in Flames,1,Action,72,0.27,15.95,PS3,E,2008,20.26666667
Mercury Meltdown,1,Strategy,78,0.05,12.95,PSP,M,2006,-1
Mercury Meltdown,2,Strategy,77,0.14,12.95,Wii,E,2007,-1
Metal Gear Ac!d,1,Strategy,75,0.34,17.95,PSP,E,2004,21.26666667
Metal Gear Ac!d 2,1,Strategy,80,0.12,12.95,PSP,E,2005,15
Metal Gear Solid 4: Guns of the Patriots,1,Action,94,2.58,22.95,PS3,T,2008,18.9
Metal Gear Solid: Digital Graphic Novel,1,Adventure,78,0.02,17.95,PSP,T,2006,3.033333333
Metal Gear Solid: Portable Ops,1,Action / Strategy,87,0.39,17.95,PSP,T,2006,12.08333333
Metal Slug 7,1,Action,70,0.09,17.95,DS,M,2008,0.983333333
Metal Slug Anthology,4,Action,73,0.11,16.95,Wii,T,2006,7
Meteos,1,Strategy,88,0.16,15.95,DS,E,2005,14.1
Meteos: Disney Magic,1,Strategy,74,0.02,12.95,DS,T,2007,-1
Metroid Prime 3: Corruption,1,Action,90,0.91,19.95,Wii,T,2007,15.55
Metroid Prime Pinball,1,Action / Simulation,79,0.22,17.95,DS,E,2005,5
Metroid Prime: Hunters,1,Action,85,0.58,27.95,DS,E,2006,8.733333333
Micro Machines V4,2,Action / Racing / Driving,61,0.01,17.95,PSP,E,2006,-1
Midnight Club 3: DUB Edition,1,Racing / Driving,74,1.69,14.95,PSP,T,2005,48
Midnight Club: Los Angeles,1,Racing / Driving,81,1.15,22.95,X360,E,2008,31.03333333
Midnight Club: Los Angeles,1,Racing / Driving,82,1.09,22.95,PS3,M,2008,31.03333333
Mirror's Edge,1,Action,79,0.5,14.95,X360,T,2008,6.333333333
Mirror's Edge,1,Action,79,0.29,14.95,PS3,T,2008,6.333333333
MLB 06: The Show,2,Sports,83,0.35,9.95,PSP,T,2006,-1
MLB 07: The Show,2,Sports,77,0.3,9.95,PS3,T,2007,-1
MLB 07: The Show,1,Sports,82,0.28,9.95,PSP,E,2007,-1
MLB 08: The Show,2,Sports,85,0.67,12.95,PS3,E,2008,10
MLB 08: The Show,1,Sports,83,0.33,14.95,PSP,M,2008,10
MLB Power Pros 2008,2,Sports,83,0.12,22.95,Wii,E,2008,-1
Monster 4x4: World Circuit,4,Racing / Driving,51,0.82,12.95,Wii,E,2006,-1
